query	target	taxid	taxname	taxlineage	fident	alnlen	tstart	tend	tlen	evalue	bits	qtmscore	rmsd
hydrolase_2090_AF3.cif	AF-A0A546WTN7-F1-model_v4	359	Agrobacterium rhizogenes	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;s_Agrobacterium rhizogenes	0.164	231	125	334	440	1.377E-05	209	5.795E-01	3.630E+00
hydrolase_2090_AF3.cif	AF-A0A1R3TJI7-F1-model_v4	1907665	Agrobacterium sp. DSM 25558	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_unclassified Agrobacterium;s_Agrobacterium sp. DSM 25558	0.143	321	41	335	443	2.994E-06	209	6.329E-01	6.648E+00
hydrolase_2090_AF3.cif	AF-A0A7V8XT97-F1-model_v4	1978231	Acidobacteria bacterium	-_cellular organisms;d_Bacteria;p_Acidobacteria;-_unclassified Acidobacteria;s_Acidobacteria bacterium	0.103	415	39	444	450	9.669E-07	209	5.713E-01	7.581E+00
hydrolase_2090_AF3.cif	AF-A0A7Y9HYH8-F1-model_v4	2723089	Mucilaginibacter sp. E4BP6	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;-_unclassified Mucilaginibacter;s_Mucilaginibacter sp. E4BP6	0.112	319	215	510	539	1.436E-06	209	6.242E-01	7.624E+00
hydrolase_2090_AF3.cif	AF-A0A5P5ZP49-F1-model_v4	1871047	Chryseobacterium sp.	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;-_Chryseobacterium group;g_Chryseobacterium;-_unclassified Chryseobacterium;s_Chryseobacterium sp.	0.191	251	89	318	333	3.123E-07	208	5.092E-01	5.854E+00
hydrolase_2090_AF3.cif	AF-A0A7T9NVR1-F1-model_v4	28454	Sphingobacterium multivorum	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium multivorum	0.132	250	105	335	352	1.195E-07	208	4.867E-01	6.977E+00
hydrolase_2090_AF3.cif	AF-A0A850RHC8-F1-model_v4	504901	Allochromatium humboldtianum	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Allochromatium;s_Allochromatium humboldtianum	0.217	221	145	347	399	1.800E-06	208	5.079E-01	4.959E+00
hydrolase_2090_AF3.cif	AF-A0A6L6VIK1-F1-model_v4	373	Agrobacterium vitis	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;s_Agrobacterium vitis	0.167	328	33	338	415	4.202E-06	208	6.428E-01	7.651E+00
hydrolase_2090_AF3.cif	AF-A0A0Q7EIJ5-F1-model_v4	1736443	Brevundimonas sp. Root1279	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;-_unclassified Brevundimonas;s_Brevundimonas sp. Root1279	0.155	244	151	373	418	5.268E-06	208	5.690E-01	3.970E+00
hydrolase_2090_AF3.cif	AF-A0A1X0I8N8-F1-model_v4	590652	Mycobacterium paraseoulense	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium paraseoulense	0.089	356	41	389	420	4.638E-07	208	5.347E-01	5.922E+00
hydrolase_2090_AF3.cif	AF-A0A840M201-F1-model_v4	373	Agrobacterium vitis	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;s_Agrobacterium vitis	0.176	318	49	343	420	1.905E-06	208	6.154E-01	7.812E+00
hydrolase_2090_AF3.cif	AF-A0A179VF05-F1-model_v4	83262	Mycobacteroides immunogenum	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacteroides;s_Mycobacteroides immunogenum	0.125	424	7	406	423	6.152E-07	208	5.907E-01	7.526E+00
hydrolase_2090_AF3.cif	AF-A0A7G6S792-F1-model_v4	293958	Rhizobium lusitanum	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Rhizobium;s_Rhizobium lusitanum	0.166	234	132	342	430	6.988E-06	208	5.660E-01	3.903E+00
hydrolase_2090_AF3.cif	AF-A0A059FSJ8-F1-model_v4	1280950	Hyphomonas johnsonii MHS-2	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomonadales;f_Hyphomonadaceae;g_Hyphomonas;s_Hyphomonas johnsonii;-_Hyphomonas johnsonii MHS-2	0.161	242	161	380	434	2.674E-06	208	5.523E-01	4.319E+00
hydrolase_2090_AF3.cif	AF-A0A176X7X0-F1-model_v4	358	Agrobacterium tumefaciens	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_Agrobacterium tumefaciens complex;s_Agrobacterium tumefaciens	0.146	327	29	334	440	3.168E-06	208	6.283E-01	7.482E+00
hydrolase_2090_AF3.cif	AF-A0A1B9TI54-F1-model_v4	28099	Agrobacterium rubi	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;s_Agrobacterium rubi	0.144	319	41	335	443	3.971E-06	208	6.374E-01	7.025E+00
hydrolase_2090_AF3.cif	AF-A0A654DM30-F1-model_v4	28454	Sphingobacterium multivorum	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium multivorum	0.139	251	104	335	352	1.498E-07	207	4.905E-01	7.026E+00
hydrolase_2090_AF3.cif	AF-A0A6L6WFG4-F1-model_v4	2682100	Zongyanglinia huanghaiensis	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Zongyanglinia;s_Zongyanglinia huanghaiensis	0.133	247	162	386	419	2.674E-06	207	5.554E-01	4.237E+00
hydrolase_2090_AF3.cif	AF-A0A1S1LJM3-F1-model_v4	1774	Mycobacteroides chelonae	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacteroides;s_Mycobacteroides chelonae	0.124	418	7	406	423	1.357E-06	207	5.997E-01	7.243E+00
hydrolase_2090_AF3.cif	AF-A0A7T8HW79-F1-model_v4	1385625	Thiohalocapsa sp. PB-PSB1	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thiohalocapsa;-_unclassified Thiohalocapsa;s_Thiohalocapsa sp. PB-PSB1	0.170	241	173	390	433	1.083E-06	207	5.217E-01	5.392E+00
hydrolase_2090_AF3.cif	AF-A0A1N6RNI7-F1-model_v4	1907412	Rhizobium sp. RU20A	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Rhizobium;-_unclassified Rhizobium;s_Rhizobium sp. RU20A	0.165	235	155	363	439	8.760E-06	207	5.594E-01	3.790E+00
hydrolase_2090_AF3.cif	AF-A0A1S7NPE7-F1-model_v4	1183426	Agrobacterium deltaense RV3	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;s_Agrobacterium deltaense;-_Agrobacterium deltaense RV3	0.173	236	126	340	441	6.988E-06	207	5.635E-01	4.026E+00
hydrolase_2090_AF3.cif	AF-A0A0E0UMA9-F1-model_v4	698936	Sinorhizobium meliloti BL225C	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Sinorhizobium/Ensifer group;g_Sinorhizobium;s_Sinorhizobium meliloti;-_Sinorhizobium meliloti BL225C	0.133	412	44	426	456	1.083E-06	207	5.862E-01	1.537E+01
hydrolase_2090_AF3.cif	AF-A0A844A0T7-F1-model_v4	382	Sinorhizobium meliloti	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Sinorhizobium/Ensifer group;g_Sinorhizobium;s_Sinorhizobium meliloti	0.140	413	44	426	456	9.669E-07	207	5.870E-01	1.515E+01
hydrolase_2090_AF3.cif	AF-A0A521C6R4-F1-model_v4	1302730	Gracilimonas mengyeensis	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Balneolaeota;c_Balneolia;o_Balneolales;f_Balneolaceae;g_Gracilimonas;s_Gracilimonas mengyeensis	0.148	229	346	555	581	3.214E-05	207	6.096E-01	3.140E+00
hydrolase_2090_AF3.cif	AF-A0A5M6CP54-F1-model_v4	2608001	Taibaiella lutea	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Taibaiella;s_Taibaiella lutea	0.179	223	397	598	631	1.377E-05	207	5.678E-01	3.998E+00
hydrolase_2090_AF3.cif	AF-A0A0K6H707-F1-model_v4	363953	Chelatococcus sambhunathii	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Chelatococcaceae;g_Chelatococcus;s_Chelatococcus sambhunathii	0.142	358	9	333	345	3.123E-07	206	5.724E-01	1.626E+01
hydrolase_2090_AF3.cif	AF-A0A7T9LWU4-F1-model_v4	258	Sphingobacterium spiritivorum	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium spiritivorum	0.155	270	103	344	350	8.044E-08	206	4.945E-01	5.693E+00
hydrolase_2090_AF3.cif	AF-A0A846LH15-F1-model_v4	2756240	Agrobacterium sp. NCIB 9042	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_unclassified Agrobacterium;s_Agrobacterium sp. NCIB 9042	0.152	268	85	332	355	2.527E-06	206	5.656E-01	4.982E+00
hydrolase_2090_AF3.cif	AF-A0A559RMR7-F1-model_v4	1566287	Dokdonia sp. Hel1_53	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Dokdonia;-_unclassified Dokdonia;s_Dokdonia sp. Hel1_53	0.190	262	110	357	363	2.102E-07	206	5.096E-01	6.784E+00
hydrolase_2090_AF3.cif	AF-A0A1H8HEK4-F1-model_v4	1231	Nitrosospira multiformis	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Nitrosomonadaceae;g_Nitrosospira;s_Nitrosospira multiformis	0.126	323	37	337	389	4.383E-07	206	5.593E-01	1.405E+01
hydrolase_2090_AF3.cif	AF-A0A5M8FRC8-F1-model_v4	424902	Thiohalocapsa marina	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thiohalocapsa;s_Thiohalocapsa marina	0.211	241	144	367	399	5.268E-06	206	5.462E-01	6.329E+00
hydrolase_2090_AF3.cif	AF-A0A256GN11-F1-model_v4	255457	Brucella lupini	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Brucellaceae;-_Brucella/Ochrobactrum group;g_Brucella;s_Brucella lupini	0.153	325	35	334	405	5.814E-07	206	5.801E-01	8.660E+00
hydrolase_2090_AF3.cif	AF-A0A6L3YHZ3-F1-model_v4	94626	Brucella tritici	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Brucellaceae;-_Brucella/Ochrobactrum group;g_Brucella;s_Brucella tritici	0.168	232	130	338	416	1.162E-05	206	5.693E-01	3.694E+00
hydrolase_2090_AF3.cif	AF-A0A6A4RCW8-F1-model_v4	2578117	Zongyanglinia marina	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Zongyanglinia;s_Zongyanglinia marina	0.141	247	162	386	419	4.446E-06	206	5.614E-01	4.157E+00
hydrolase_2090_AF3.cif	AF-A0A0R3H5Q9-F1-model_v4	1720567	Mycobacteroides sp. H054	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacteroides;-_unclassified Mycobacteroides;s_Mycobacteroides sp. H054	0.127	422	7	406	423	2.133E-06	206	6.203E-01	7.031E+00
hydrolase_2090_AF3.cif	AF-A0A4Q7W149-F1-model_v4	457575	Rivibacter subsaxonicus	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;-_Burkholderiales genera incertae sedis;g_Rivibacter;s_Rivibacter subsaxonicus	0.166	246	155	379	429	9.270E-06	206	5.695E-01	4.239E+00
hydrolase_2090_AF3.cif	AF-A0A0D0K828-F1-model_v4	358	Agrobacterium tumefaciens	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_Agrobacterium tumefaciens complex;s_Agrobacterium tumefaciens	0.142	315	41	330	443	2.388E-06	206	6.095E-01	7.697E+00
hydrolase_2090_AF3.cif	AF-A0A0T5VVD5-F1-model_v4	687842	Pedobacter ginsenosidimutans	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter ginsenosidimutans	0.131	349	176	504	535	6.241E-06	206	6.576E-01	1.572E+01
hydrolase_2090_AF3.cif	AF-A0A350C706-F1-model_v4	2026790	Saprospirales bacterium	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Saprospiria;o_Saprospirales;-_unclassified Saprospirales;s_Saprospirales bacterium	0.156	268	38	287	306	1.905E-06	205	5.848E-01	7.694E+00
hydrolase_2090_AF3.cif	AF-A0A839NIV7-F1-model_v4	2587145	Sphingobacterium sp. JUb56	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;-_unclassified Sphingobacterium;s_Sphingobacterium sp. JUb56	0.156	255	103	333	349	5.416E-08	205	4.524E-01	7.041E+00
hydrolase_2090_AF3.cif	AF-A0A7Y5IWM7-F1-model_v4	2035772	Candidatus Omnitrophica bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Candidatus Omnitrophica;-_unclassified Candidatus Omnitrophica;s_Candidatus Omnitrophica bacterium	0.194	237	167	387	424	6.604E-06	205	5.795E-01	3.883E+00
hydrolase_2090_AF3.cif	AF-A0A2V5CNC1-F1-model_v4	1378077	Rhizobium sp. UGM030330-04	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Rhizobium;-_unclassified Rhizobium;s_Rhizobium sp. UGM030330-04	0.149	314	41	334	440	3.547E-06	205	6.170E-01	7.797E+00
hydrolase_2090_AF3.cif	AF-A0A7Y8T3I1-F1-model_v4	2748079	Rhizobium sp. RM	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Rhizobium;-_unclassified Rhizobium;s_Rhizobium sp. RM	0.148	323	41	339	440	2.388E-06	205	6.106E-01	7.810E+00
hydrolase_2090_AF3.cif	AF-A0A1S7PSS9-F1-model_v4	1183424	Agrobacterium tumefaciens str. Kerr 14	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_Agrobacterium tumefaciens complex;s_Agrobacterium tumefaciens;-_Agrobacterium tumefaciens str. Kerr 14	0.149	315	42	335	441	7.824E-06	205	6.401E-01	7.147E+00
hydrolase_2090_AF3.cif	AF-A0A807W6Q8-F1-model_v4	382	Sinorhizobium meliloti	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Sinorhizobium/Ensifer group;g_Sinorhizobium;s_Sinorhizobium meliloti	0.138	398	53	426	456	1.357E-06	205	5.936E-01	1.322E+01
hydrolase_2090_AF3.cif	AF-Q6W231-F1-model_v4	394	Sinorhizobium fredii NGR234	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Sinorhizobium/Ensifer group;g_Sinorhizobium;-_Sinorhizobium fredii group;s_Sinorhizobium fredii;-_Sinorhizobium fredii NGR234	0.162	271	56	302	333	2.388E-06	204	5.588E-01	4.767E+00
hydrolase_2090_AF3.cif	AF-A0A7W3PZS5-F1-model_v4	2587042	Ochrobactrum sp. RH1CCR134	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Brucellaceae;-_Brucella/Ochrobactrum group;g_Ochrobactrum;-_unclassified Ochrobactrum;s_Ochrobactrum sp. RH1CCR134	0.152	335	24	334	405	9.669E-07	204	5.937E-01	8.667E+00
hydrolase_2090_AF3.cif	AF-A0A7X7PEJ7-F1-model_v4	1831	Rhodococcus sp.	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Nocardiaceae;g_Rhodococcus;-_unclassified Rhodococcus;s_Rhodococcus sp.	0.139	408	7	389	419	6.152E-07	204	5.605E-01	7.632E+00
hydrolase_2090_AF3.cif	AF-A0A4Y6ISD0-F1-model_v4	1774	Mycobacteroides chelonae	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacteroides;s_Mycobacteroides chelonae	0.123	422	7	406	423	1.212E-06	204	5.964E-01	7.297E+00
hydrolase_2090_AF3.cif	AF-A0A7U4TZS4-F1-model_v4	1561223	Mycobacterium sp. QIA-37	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacterium;-_unclassified Mycobacterium;s_Mycobacterium sp. QIA-37	0.129	418	7	406	423	2.951E-07	204	5.661E-01	8.077E+00
hydrolase_2090_AF3.cif	AF-A0A073IFP7-F1-model_v4	1300350	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Roseobacteraceae;g_Sulfitobacter;s_Sulfitobacter donghicola;-_Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	0.178	241	172	397	426	6.604E-06	204	5.761E-01	4.248E+00
hydrolase_2090_AF3.cif	AF-A0A1G5ZMU9-F1-model_v4	1566295	Sinorhizobium sp. NFACC03	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Sinorhizobium/Ensifer group;g_Sinorhizobium;-_unclassified Sinorhizobium;s_Sinorhizobium sp. NFACC03	0.143	410	20	402	433	1.145E-06	204	5.838E-01	1.620E+01
hydrolase_2090_AF3.cif	AF-A9CXD0-F1-model_v4	411684	Hoeflea phototrophica DFL-43	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Phyllobacteriaceae;g_Hoeflea;s_Hoeflea phototrophica;-_Hoeflea phototrophica DFL-43	0.147	238	137	342	438	1.098E-05	204	5.570E-01	3.485E+00
hydrolase_2090_AF3.cif	AF-A0A0Q8FFJ5-F1-model_v4	1736577	Rhizobium sp. Root651	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Rhizobium;-_unclassified Rhizobium;s_Rhizobium sp. Root651	0.141	317	41	334	440	3.168E-06	204	6.075E-01	7.809E+00
hydrolase_2090_AF3.cif	AF-A0A0D8KB11-F1-model_v4	1368418	Rhizobium nepotum 39/7	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Rhizobium;s_Rhizobium nepotum;-_Rhizobium nepotum 39/7	0.148	316	41	334	440	3.753E-06	204	6.223E-01	7.301E+00
hydrolase_2090_AF3.cif	AF-F7U4J0-F1-model_v4	1050720	Agrobacterium tumefaciens F2	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_Agrobacterium tumefaciens complex;s_Agrobacterium tumefaciens;-_Agrobacterium tumefaciens F2	0.130	314	41	334	440	3.168E-06	204	6.224E-01	7.198E+00
hydrolase_2090_AF3.cif	AF-A0A1S7PQN4-F1-model_v4	1631629	Agrobacterium sp. NCPPB 925	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_unclassified Agrobacterium;s_Agrobacterium sp. NCPPB 925	0.146	315	42	335	441	4.979E-06	204	6.265E-01	7.279E+00
hydrolase_2090_AF3.cif	AF-B8KIQ9-F1-model_v4	566466	gamma proteobacterium NOR5-3	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;-_unclassified Gammaproteobacteria;s_gamma proteobacterium NOR5-3	0.168	244	174	395	445	2.388E-06	204	5.402E-01	4.388E+00
hydrolase_2090_AF3.cif	AF-A0A1W2DHL9-F1-model_v4	1500293	Chryseobacterium sp. YR221	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;-_Chryseobacterium group;g_Chryseobacterium;-_unclassified Chryseobacterium;s_Chryseobacterium sp. YR221	0.152	262	97	333	338	4.383E-07	203	5.108E-01	6.923E+00
hydrolase_2090_AF3.cif	AF-A0A0M2XMN5-F1-model_v4	1643451	Sphingobacterium sp. Ag1	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;-_unclassified Sphingobacterium;s_Sphingobacterium sp. Ag1	0.132	250	105	335	352	2.951E-07	203	4.915E-01	7.071E+00
hydrolase_2090_AF3.cif	AF-A0A1F2JNQ5-F1-model_v4	1581095	Sphingobacterium sp. HMSC13C05	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;-_unclassified Sphingobacterium;s_Sphingobacterium sp. HMSC13C05	0.132	250	105	335	352	1.775E-07	203	4.853E-01	6.944E+00
hydrolase_2090_AF3.cif	AF-A0A2W4KM58-F1-model_v4	2052166	Candidatus Melainabacteria bacterium	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteria/Melainabacteria group;p_Candidatus Melainabacteria;-_unclassified Candidatus Melainabacteria;s_Candidatus Melainabacteria bacterium	0.150	313	40	325	360	3.915E-07	203	5.415E-01	9.797E+00
hydrolase_2090_AF3.cif	AF-A0A846TLD1-F1-model_v4	439375	Brucella anthropi ATCC 49188	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Brucellaceae;-_Brucella/Ochrobactrum group;g_Brucella;s_Brucella anthropi;-_Brucella anthropi ATCC 49188	0.154	317	51	343	421	2.388E-06	203	6.049E-01	7.916E+00
hydrolase_2090_AF3.cif	AF-A0A7K3LFA5-F1-model_v4	354243	Mycolicibacter kumamotonensis	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycolicibacter;s_Mycolicibacter kumamotonensis	0.110	408	6	391	422	2.789E-07	203	5.446E-01	7.578E+00
hydrolase_2090_AF3.cif	AF-A0A543QV25-F1-model_v4	358	Agrobacterium tumefaciens	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Agrobacterium;-_Agrobacterium tumefaciens complex;s_Agrobacterium tumefaciens	0.149	315	41	335	440	5.268E-06	203	6.252E-01	7.309E+00
hydrolase_2090_AF3.cif	AF-A0A4R3FKU3-F1-model_v4	2512149	Rhizobium sp. BK376	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Rhizobium/Agrobacterium group;g_Rhizobium;-_unclassified Rhizobium;s_Rhizobium sp. BK376	0.179	267	170	416	449	1.905E-06	203	5.528E-01	4.912E+00
hydrolase_2090_AF3.cif	AF-A0A4D7BF30-F1-model_v4	1940610	Phreatobacter stygius	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Phreatobacteraceae;g_Phreatobacter;s_Phreatobacter stygius	0.169	319	118	409	480	1.520E-06	203	5.972E-01	8.639E+00
