id,gtdb_id,db_proka_id,uniprot_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_phylum,ncbi_class,ncbi_order,ncbi_family,ncbi_genus,ncbi_species,tstart,tend,evalue,bits
NSIR01000010.1_25,NSIR01000010.1_25,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp002737445,,,,,,,4,221,5.286e-16,91
A0A8T4KAN1,JAANXC010000074.1_2,,A0A8T4KAN1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp018263495,Nitrososphaerota,,,,,Nitrososphaerota archaeon,12,227,5.286e-16,91
RKRY01000155.1_12,RKRY01000155.1_12,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp007571135,,,,,,,42,230,7.143e-16,91
A0A368B0K9,QOOS01000008.1_60,RCL30741.1@GCA_003331425.1,A0A368B0K9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp002690535,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,228,7.143e-16,91
A0A7K4NNL9,JACASX010000001.1_194,NWK04644.1@GCA_013390745.1,A0A7K4NNL9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp013390745,Nitrososphaerota,,,,,Marine Group I thaumarchaeote,12,223,7.143e-16,91
A0A2G4JBX9,,,A0A2G4JBX9,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp.,3,220,5.743e-16,91
JAHFUX010000005.1_26,JAHFUX010000005.1_26,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp023264875,,,,,,,41,221,7.143e-16,91
A0A835WXQ3,,,A0A835WXQ3,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,8,223,1.417e-15,90
A0A7J9R3Z3,,,A0A7J9R3Z3,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,6,222,1.417e-15,90
JAEMQG010000051.1_2,JAEMQG010000051.1_2,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp022758935,,,,,,,6,224,9.651e-16,90
A0A498KWM4,,,A0A498KWM4,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,37,227,1.049e-15,90
NZ_RDFA01000002.1_67,NZ_RDFA01000002.1_67,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,,,,,,,27,217,9.651e-16,90
A0A7D7V958,CP046181.1_1955,QMU55107.1@GCA_014075315.1,A0A7D7V958,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp014075315,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,233,9.651e-16,90
A0A0A7V1B0,NZ_CP007026.1_810,,A0A0A7V1B0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus brevis,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus brevis,7,225,9.651e-16,90
A0A7J9R9B0,JACEMX010000025.1_9,MBA4462749.1@GCA_013867335.1,A0A7J9R9B0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,JACEMX01,JACEMX01 sp013867335,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,6,222,1.304e-15,90
WP_148685665.1@GCF_001870125.1,NZ_CP017922.1_580,WP_148685665.1@GCF_001870125.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus hydrocola,,,,,,,87,288,9.651e-16,90
L9WEY7,NZ_KB913017.1_1888,WP_006087753.1@GCF_000383975.1,L9WEY7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum tibetense,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum tibetense,88,281,9.651e-16,90
JAJRWR010000006.1_14,JAJRWR010000006.1_14,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp024276695,,,,,,,5,218,9.651e-16,90
A0A842NU99,,,A0A842NU99,Archaea,,,,,,,Nitrososphaerota,,,,,Nitrososphaerota archaeon,47,223,3.491e-15,89
A0A8T5FD25,,,A0A8T5FD25,Archaea,,,,,,,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus sp.,7,225,1.914e-15,89
A0A7K4NGF9,,,A0A7K4NGF9,Archaea,,,,,,,Nitrososphaerota,,,,,Marine Group I thaumarchaeote,47,229,2.585e-15,89
CACDFH010000003.1_72,CACDFH010000003.1_72,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp902552015,,,,,,,7,224,3.213e-15,89
A0A075HUK9,,,A0A075HUK9,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_86_E11,6,223,3.491e-15,89
A0A075H3R4,,,A0A075H3R4,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_31_F03,12,227,1.914e-15,89
A0A075GXT2,,,A0A075GXT2,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_199_C08,6,221,1.914e-15,89
A0A075GE09,,,A0A075GE09,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_151_D03,6,221,1.914e-15,89
A0A075FKQ7,,,A0A075FKQ7,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote AD1000_19_G10,6,223,3.491e-15,89
JAATVT010000039.1_1@GCA_014523685.1,JAATVT010000039.1_1,JAATVT010000039.1_1@GCA_014523685.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5893,TH5893 sp014523685,,,,,,,42,269,3.213e-15,89
A0A9D2X5K2,NZ_MU078716.1_61,WP_182133752.1@GCF_014078545.1,A0A9D2X5K2,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,PXYB01,PXYB01 sp014078545,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. b1,38,230,3.213e-15,89
CAJWBY010000188.1_8@GCA_913020705.1,CAJWBY010000188.1_8,CAJWBY010000188.1_8@GCA_913020705.1,,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales A,Alteromonadaceae,Colwellia A,Colwellia A sp913020705,,,,,,,5,216,2.379e-15,89
WP_178335851.1@GCF_013391105.1,NZ_CP058335.1_3807,WP_178335851.1@GCF_013391105.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salina,,,,,,,86,274,1.761e-15,89
A0A3G1B5N0,,,A0A3G1B5N0,Archaea,,,,,,,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis cloacae,8,234,3.491e-15,89
A0A7D5RI65,,,A0A7D5RI65,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp. AC2,4,219,3.491e-15,89
MCE9653533.1@GCA_021414365.1,JAIOOR010000024.1_57,MCE9653533.1@GCA_021414365.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp021414365,,,,,,,6,219,1.761e-15,89
LUPB01000013.1_2@GCA_001627235.1,LUPB01000013.1_2,LUPB01000013.1_2@GCA_001627235.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp001627235,,,,,,,7,225,5.858e-15,88
JACRND010000156.1_2,JACRND010000156.1_2,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp016234975,,,,,,,6,217,4.338e-15,88
CACHDH010000007.1_5@GCA_902578515.1,CACHDH010000007.1_5,CACHDH010000007.1_5@GCA_902578515.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp902578515,,,,,,,47,229,4.338e-15,88
A0A7K4P4Y1,JACATG010000004.1_59,NWK13753.1@GCA_013390905.1,A0A7K4P4Y1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp013390905,Nitrososphaerota,,,,,Marine Group I thaumarchaeote,40,218,5.858e-15,88
CAJQSE010000004.1_9,CAJQSE010000004.1_9,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp905612485,,,,,,,7,221,5.858e-15,88
A0A843CQI4,JAENJF010000050.1_2,,A0A843CQI4,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp016844685,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis sp.,6,224,5.858e-15,88
A0A075HE99,,,A0A075HE99,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_57_B01,7,225,6.365e-15,88
MBT7252981.1@GCA_018691945.1,JABHJJ010000155.1_2,MBT7252981.1@GCA_018691945.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp018691945,,,,,,,7,225,5.858e-15,88
A0A7K4MLA7,,,A0A7K4MLA7,Archaea,,,,,,,Nitrososphaerota,,,,,Marine Group I thaumarchaeote,7,218,6.365e-15,88
A0A2A3T353,,,A0A2A3T353,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,47,229,1.16e-14,87
A0A075H1J6,,,A0A075H1J6,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_42_G11,12,227,1.566e-14,87
A0A075GWP7,,,A0A075GWP7,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_190_B07,12,227,1.16e-14,87
A0A075GH36,,,A0A075GH36,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_164_C03,7,225,1.16e-14,87
A0A2E3KFS8,,,A0A2E3KFS8,Archaea,,,,,,,Nitrososphaerota,,,,,Nitrososphaerota archaeon,47,229,1.16e-14,87
A0A842Q7N0,,,A0A842Q7N0,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,Nitrososphaeraceae archaeon,1,160,1.566e-14,87
A0A2G9MUG9,,,A0A2G9MUG9,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon CG11_big_fil_rev_8_21_14_0_20_33_24,6,219,8.593e-15,87
A0A2H9R9P5,,,A0A2H9R9P5,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon CG_4_9_14_0_8_um_filter_34_10,6,219,1.16e-14,87
A0A842P7L1,,,A0A842P7L1,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,3,221,8.593e-15,87
A0A7J9R018,,,A0A7J9R018,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,6,222,8.593e-15,87
A0A3M6KE94,,,A0A3M6KE94,Archaea,,,,,,,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus sp.,7,225,1.566e-14,87
CACIXQ010000007.1_17,CACIXQ010000007.1_17,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp902590655,,,,,,,41,223,7.909e-15,87
A0A1H6RWL0,NZ_FNYR01000003.1_29,,A0A1H6RWL0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litchfieldiae,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halohasta,Halohasta litchfieldiae,56,280,1.068e-14,87
F9CX96,,,F9CX96,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum koreense,25,203,1.566e-14,87
A0A521T9K2,SCUP01000321.1_12,TAK16252.1@GCA_004297665.1,A0A521T9K2,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp004297665,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp.,41,219,7.909e-15,87
A0A8B2HRE8,NZ_CP067007.1_590,WP_211687962.1@GCF_018128925.1,A0A8B2HRE8,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum A,Nitrosarchaeum A sp018128925,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. K4,6,219,7.909e-15,87
JACNFR010000062.1_14,JACNFR010000062.1_14,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp014384555,,,,,,,5,223,7.909e-15,87
A0RXE4,DP000238.1_1280,ABK78011.1@GCA_000200715.1,A0RXE4,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Cenarchaeum,Cenarchaeum symbiosum,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum symbiosum,35,204,1.068e-14,87
WP_237698801.1@GCF_000220175.1,NZ_AFPU01000001.1_1089,WP_237698801.1@GCF_000220175.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum koreense,,,,,,,4,219,1.068e-14,87
OMIR01000017.1_16@GCA_900299125.1,OMIR01000017.1_16,OMIR01000017.1_16@GCA_900299125.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp900299125,,,,,,,56,244,1.068e-14,87
A0A7K4MYY1,JACATA010000010.1_4,NWJ68447.1@GCA_013390375.1,A0A7K4MYY1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp000484935,Nitrososphaerota,,,,,Marine Group I thaumarchaeote,47,229,1.441e-14,87
NZ_CP011097.1_858,NZ_CP011097.1_858,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis cloacae,,,,,,,28,217,1.441e-14,87
JAIOPB010000036.1_15,JAIOPB010000036.1_15,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp021414105,,,,,,,41,221,1.441e-14,87
ARWO01000032.1_136@GCA_000402075.1,ARWO01000032.1_136,ARWO01000032.1_136@GCA_000402075.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp000402075,,,,,,,6,221,1.441e-14,87
MCA9812424.1@GCA_020431985.1,JAGQHF010000113.1_2,MCA9812424.1@GCA_020431985.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum A,Nitrosarchaeum A sp020431985,,,,,,,5,221,1.945e-14,86
MBM3904681.1@GCA_016872015.1,VHBK01000024.1_24,MBM3904681.1@GCA_016872015.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp016872015,,,,,,,7,220,1.945e-14,86
A0A7K4FZD1,JABFSW010000086.1_2,,A0A7K4FZD1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp013140415,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp.,6,221,1.945e-14,86
JAHELB010000056.1_2@GCA_024644385.1,JAHELB010000056.1_2,JAHELB010000056.1_2@GCA_024644385.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,JACEMX01,JACEMX01 sp024644385,,,,,,,6,222,1.945e-14,86
JAHFUM010000012.1_40@GCA_023265135.1,JAHFUM010000012.1_40,JAHFUM010000012.1_40@GCA_023265135.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp023265135,,,,,,,41,218,2.624e-14,86
A0A370LUJ7,QQVN01000003.1_729,RDJ34273.1@GCA_003352285.1,A0A370LUJ7,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,PXYB01,PXYB01 sp003352285,Thermoproteota,,,,,Thermoproteota archaeon,38,219,1.945e-14,86
A0A2E7RQV6,,,A0A2E7RQV6,Archaea,,,,,,,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus sp.,7,225,2.113e-14,86
A0A075HMJ5,,,A0A075HMJ5,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_78_D07,47,225,2.113e-14,86
A0A7K4NE59,,,A0A7K4NE59,Archaea,,,,,,,Nitrososphaerota,,,,,Marine Group I thaumarchaeote,12,229,2.851e-14,86
A0A2A3T0Y3,,,A0A2A3T0Y3,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,12,229,2.851e-14,86
WP_177316534.1@GCF_000685395.1,NZ_AVSQ01000018.1_7,WP_177316534.1@GCF_000685395.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis chungbukensis,,,,,,,7,219,6.444e-14,85
NVWC01000001.1_171,NVWC01000001.1_171,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp002317795,,,,,,,6,222,4.777e-14,85
NZ_JANHDJ010000005.1_256,NZ_JANHDJ010000005.1_256,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea,,,,,,,87,276,3.541e-14,85
A0A7K4EXI0,JABDOO010000067.1_1,,A0A7K4EXI0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp013043295,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,233,6.444e-14,85
A0A7D5R6H4,NZ_CP026995.1_1593,,A0A7D5R6H4,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus ureiphilus,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus ureiphilus,40,220,4.777e-14,85
A0A1Q1FI16,NZ_CP019067.1_1415,WP_077205936.1@GCF_001989615.1,A0A1Q1FI16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp001989615,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp. IM1011,36,227,4.777e-14,85
I3D2F8,NZ_AEXL02000090.1_176,,I3D2F8,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus salaria,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus salaria,3,233,6.444e-14,85
A0A8T5H8H0,,,A0A8T5H8H0,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,221,7.002e-14,85
V6ASY8,NZ_CBTY010000008.1_448,WP_048195825.1@GCF_000723185.1,V6ASY8,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis uzonensis,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis uzonensis,53,241,3.541e-14,85
LFLC01000043.1_14,LFLC01000043.1_14,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp001543015,,,,,,,6,222,3.541e-14,85
A0A7D5M1Y7,NZ_CP026993.1_744,,A0A7D5M1Y7,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus cobalaminigenes,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus cobalaminigenes,5,221,3.541e-14,85
A0A075HPP9,,,A0A075HPP9,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_74_C01,12,227,3.847e-14,85
A0A812F5V9,,,A0A812F5V9,Archaea,,,,,,,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis uzonensis,53,241,5.191e-14,85
A0A2A3TCX4,,,A0A2A3TCX4,Archaea,,,,,,,Nitrososphaerota,,,,,Nitrososphaerota archaeon,6,222,5.191e-14,85
B3T9R0,,,B3T9R0,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,uncultured marine crenarchaeote HF4000_APKG7F19,13,195,7.002e-14,85
A0A7J9QBH3,JACENB010000156.1_4,,A0A7J9QBH3,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp013867245,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,5,221,1.172e-13,84
CABXPS010000018.1_21,CABXPS010000018.1_21,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp902514095,,,,,,,7,218,8.691e-14,84
A0A514LCL5,NZ_CP035425.1_1785,,A0A514LCL5,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp006740685,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus sp. SW,5,218,8.691e-14,84
JAHELP010000009.1_11,JAHELP010000009.1_11,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp024644105,,,,,,,5,218,8.691e-14,84
K0BD28,NC_018656.1_1168,,K0BD28,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sediminis,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus sediminis,5,221,8.691e-14,84
A0A081RPZ9,JOSY01000033.1_31,KFM15989.1@GCA_000746765.1,A0A081RPZ9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp000746765,Nitrososphaerota,,,,,Marine Group I thaumarchaeote SCGC AAA799-N04,5,218,8.691e-14,84
JAAUVF010000069.1_4,JAAUVF010000069.1_4,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp012030815,,,,,,,24,202,1.172e-13,84
JACZTB010000005.1_14,JACZTB010000005.1_14,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp022573895,,,,,,,5,235,1.172e-13,84
A0A842Q6H6,,,A0A842Q6H6,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,Nitrososphaeraceae archaeon,54,215,9.444e-14,84
A0A522YW28,,,A0A522YW28,Archaea,,,,,,,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis sp.,2,219,1.274e-13,84
A0A3M6KDF1,REGK01000001.1_23,,A0A3M6KDF1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp003702545,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,218,1.581e-13,83
A0A8T4XCF7,JAGXTE010000058.1_180,MBS3926628.1@GCA_018334095.1,A0A8T4XCF7,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp018334095,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp.,41,222,2.131e-13,83
NZ_CP024808.1_386,NZ_CP024808.1_386,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis aquarius,,,,,,,23,235,2.873e-13,83
LFEZ01000001.1_8,LFEZ01000001.1_8,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp001510295,,,,,,,7,237,2.873e-13,83
CAJQMY010000047.1_14,CAJQMY010000047.1_14,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp905479565,,,,,,,5,222,2.873e-13,83
